ADDRESS,ZIP CODE,lat,lng
844 70TH   STREET                        ,11228,40.62895,-74.01454690000001
860 70TH   STREET                        ,11228,40.6287049,-74.014145
7114 8TH AVENUE                          ,11228,40.62904899999999,-74.016549
7116 8 AVENUE                            ,11228,40.629011,-74.016576
848 71ST   STREET                        ,11228,40.62831,-74.014995
880 71ST STREET                          ,11228,40.627879,-74.0142879
7201 SHORE ROAD                          ,11209,40.635798,-74.03711299999999
39 74TH   STREET                         ,11209,40.6341139,-74.034875
130 73RD   STREET                        ,11209,40.633837,-74.03240699999999
463 74TH   STREET                        ,11209,40.630837,-74.022893
52 74TH   STREET                         ,11209,40.633614,-74.034674
67 BAY RIDGE PARKWAY                     ,11209,40.633187,-74.034083
424 74TH STREET                          ,11209,40.630989,-74.024209
428 74TH   STREET                        ,11209,40.6309309,-74.024089
444 74TH   STREET                        ,11209,40.630715,-74.023664
471 BAY RIDGE PARKWAY                    ,11209,40.630054,-74.02303599999999
660 74TH STREET                          ,11209,40.627687,-74.018614
7543 SHORE ROAD                          ,11209,40.632567,-74.03708999999999
7525 SHORE ROAD                          ,11209,40.632907,-74.036895
26 BAY RIDGE PARKWAY                     ,11209,40.6330979,-74.035698
222 BAY RIDGE PARKWAY                    ,11209,40.6316599,-74.02978999999999
221 76TH   STREET                        ,11209,40.631367,-74.0297609
422 BAY RIDGE PARKWAY                    ,11209,40.630319,-74.02456099999999
472 75TH STREET                          ,11209,40.629787,-74.0231633
7618 COLONIAL ROAD                       ,11209,40.6316,-74.033928
53 77TH   STREET                         ,11209,40.631917,-74.03544
339 77TH   STREET                        ,11209,40.62993,-74.027033
7608 6 AVENUE                            ,11209,40.62717,-74.020983
543 77TH   STREET                        ,11209,40.627456,-74.021981
519 77TH STREET                          ,11209,40.627788,-74.022528
566 76TH   STREET                        ,11209,40.627465,-74.021418
635 77TH   STREET                        ,11209,40.626132,-74.01978799999999
7802 NARROWS AVENUE                      ,11209,40.631147,-74.03707899999999
35 79TH ST                               ,11209,40.631037,-74.037351
7725 COLONIAL ROAD                       ,11209,40.630588,-74.033695
118 77TH STREET                          ,11209,40.630916,-74.0332339
7708 RIDGE BOULEVARD                     ,11209,40.6304749,-74.031437
165 78TH   STREET                        ,11209,40.6302941,-74.031941
139 78TH STREET                          ,11209,40.630476,-74.032725
368 77TH   STREET                        ,11209,40.629281,-74.02632299999999
546 77TH STREET                          ,11209,40.627039,-74.022207
626 77TH STREET                          ,11209,40.625888,-74.0203219
653 78TH STREET                          ,11209,40.625152,-74.019694
635 78TH   STREET                        ,11209,40.625414,-74.0201249
629 78 STREET                            ,11209,40.62548,-74.02023
7816 RIDGE BOULEVARD                     ,11209,40.629475,-74.031847
220 78TH   STREET                        ,11209,40.629529,-74.03071
360 78 STREET                            ,11209,40.628611,-74.026883
7803 4 AVENUE                            ,11209,40.6282939,-74.02576599999999
414 78TH STREET                          ,11209,40.628254,-74.02556799999999
461 79TH STREET                          ,11209,40.627163,-74.024496
421 79TH   STREET                        ,11209,40.627731,-74.025431
26 79TH STREET                           ,11209,40.63075,-74.03787899999999
36 79TH   STREET                         ,11209,40.630635,-74.037542
55 80TH STREET                           ,11209,40.630287,-74.037397
8009 HARBOR VIEW TERRACE                 ,11209,40.629914,-74.037938
8016 NARROWS AVENUE                      ,11209,40.62968,-74.037652
8015 SHORE ROAD                          ,11209,40.63016100000001,-74.039529
32 HARBOR LANE                           ,11209,40.6290504,-74.0391602
7913 NARROWS AVENUE                      ,11209,40.630227,-74.036793
154 79TH   STREET                        ,11209,40.6293409,-74.03331
184 79TH STREET                          ,11209,40.629107,-74.032335
191 80TH   STREET                        ,11209,40.628844,-74.032532
359 80TH STREET                          ,11209,40.6275989,-74.027354
451 80TH STREET                          ,11209,40.62657799999999,-74.025031
429 80TH STREET                          ,11209,40.62691,-74.025581
419 80 STREET                            ,11209,40.627054,-74.02582
7913 6TH AVENUE                          ,11209,40.6246178,-74.0214486
92 80TH STREET                           ,11209,40.629218,-74.03622399999999
142 80 STREET                            ,11209,40.628732,-74.034188
190 80TH STREET                          ,11209,40.62835,-74.03256
179 81ST STREET                          ,11209,40.628138,-74.032968
8019 RIDGE BLVD                          ,11209,40.627883,-74.031851
264 80TH STREET                          ,11209,40.627766,-74.03006599999999
365 81ST   STREET                        ,11209,40.6268389,-74.02746499999999
335 81ST   STREET                        ,11209,40.627035,-74.028295
8011 5TH AVENUE                          ,11209,40.6253143,-74.0240476
188 81ST STREET                          ,11209,40.6276409,-74.032935
364 81ST STREET                          ,11209,40.626429,-74.027782
470 81ST   STREET                        ,11209,40.6252896,-74.0251387
8219 NARROWS AVENUE                      ,11209,40.627697,-74.03787899999999
116 82ND   STREET                        ,11209,40.6275376,-74.035585
116 82ND STREET                          ,11209,40.6275376,-74.035585
172 82ND   STREET                        ,11209,40.627021,-74.03360599999999
8221 RIDGE BOULEVARD                     ,11209,40.626439,-74.0323669
245 83RD STREET                          ,11209,40.62618,-74.031294
8311 COLONIAL ROAD                       ,11209,40.62651899999999,-74.035352
161 84TH   STREET                        ,11209,40.626035,-74.0338249
312 83RD   STREET                        ,11209,40.625359,-74.029769
339 84TH STREET                          ,11209,40.624889,-74.029021
569 84TH STREET                          ,11209,40.621982,-74.023484
667 84TH STREET                          ,11228,40.620517,-74.02103
663 84TH   STREET                        ,11228,40.620552,-74.02108799999999
661 84TH   STREET                        ,11228,40.620586,-74.021146
659 84TH   STREET                        ,11228,40.620619,-74.021203
142 84TH   STREET                        ,11209,40.625744,-74.03453999999999
157 85TH STREET                          ,11209,40.625371,-74.03419
147 85TH   STREET                        ,11209,40.625431,-74.034441
67 86TH   STREET                         ,11209,40.62535,-74.03769299999999
53 86TH STREET                           ,11209,40.6254599,-74.038157
713 86TH   STREET                        ,11228,40.6188778,-74.0214968
8621 SHORE ROAD                          ,11209,40.625026,-74.040297
21 87TH   STREET                         ,11209,40.62493,-74.039636
39 87TH   STREET                         ,11209,40.624757,-74.03891
337 87TH   STREET                        ,11209,40.62263799999999,-74.03004899999999
66 87TH STREET                           ,11209,40.624092,-74.038152
80 87TH STREET                           ,11209,40.623982,-74.0376859
81 88TH   STREET                         ,11209,40.623706,-74.03768099999999
37 88TH   STREET                         ,11209,40.624061,-74.039165
171 88TH   STREET                        ,11209,40.623003,-74.034733
256 87TH   STREET                        ,11209,40.622731,-74.032388
260 87TH STREET                          ,11209,40.622714,-74.032299
34 GATLING PLACE                         ,11209,40.61933200000001,-74.024558
39 DAHLGREN PLACE                        ,11228,40.6185199,-74.02338
33 DAHLGREN PLACE                        ,11228,40.61860799999999,-74.023303
19 DAHLGREN PLACE                        ,11228,40.618867,-74.023077
45 89TH   STREET                         ,11209,40.623236,-74.038966
82 GELSTON AVENUE                        ,11209,40.619311,-74.027115
647 90TH STREET                          ,11228,40.616867,-74.023285
8923 SHORE ROAD                          ,11209,40.622539,-74.039964
44 89TH STREET                           ,11209,40.622824,-74.039129
8909 SHORE COURT                         ,11209,40.62255649999999,-74.03867389999999
9021 RIDGE BOULEVARD                     ,11209,40.62071,-74.034798
238 90TH   STREET                        ,11209,40.6208079,-74.03375799999999
