Address,lat,lng
2770 DECATUR AVENUE                      ,40.8663286,-73.8866991
2974 DECATUR AVENUE                      ,40.86864,-73.882677
390 EAST 201 STREET                      ,40.868667,-73.882387
2767 DECATUR AVENUE                      ,40.8665538,-73.88708319999999
2756 BAINBRIDGE AVENUE                   ,40.866843,-73.889787
2789 MARION AVENUE                       ,40.867117,-73.88757199999999
2653 BAINBRIDGE AVENUE                   ,40.8651632,-73.8920861
2864 BRIGGS AVENUE                       ,40.8693682,-73.888267
2851 BRIGGS AVENUE                       ,40.869526,-73.888835
2963 BRIGGS AVENUE                       ,40.871255,-73.885966
284 EAST 205TH STREET                    ,40.873868,-73.87857199999999
3147 DECATUR AVENUE                      ,40.872741,-73.876875
2634 DECATUR AVENUE                      ,40.86353,-73.88974
369 EAST 194 STREET                      ,40.8637701,-73.89019069999999
2825 DECATUR AVENUE                      ,40.867194,-73.885965
2960 MARION AVENUE                       ,40.86888099999999,-73.883909
2961 DECATUR AVENUE                      ,40.868585,-73.8837549
2704 BAINBRIDGE AVENUE                   ,40.865658,-73.890908
2787 MARION AVENUE                       ,40.8670689,-73.887537
271 EAST 199 STREET                      ,40.87008,-73.88655899999999
2932 VALENTINE AVENUE                    ,40.8709006,-73.8872116
2975 BAINBRIDGE AVE                      ,40.871167,-73.884582
2973 BAINBRIDGE AVE                      ,40.871122,-73.8846499
2671 BRIGGS AVENUE                       ,40.86593200000001,-73.892341
26611/2 BRIGGS AVENUE                    ,40.86572169999999,-73.8925009
2759 BRIGGS AVENUE                       ,40.867649,-73.890851
2825 VALENTINE AVENUE                    ,40.8690649,-73.89058179999999
21 EAST 204 STREET                       ,40.8751216,-73.8870621
168 EAST 206 STREET                      ,40.875696,-73.8849819
206 EAST 206 STREET                      ,40.8756675,-73.883667
114 EAST 198TH STREET                    ,40.870239,-73.891601
2803 MORRIS AVENUE                       ,40.8701268,-73.8939789
2789 MORRIS AVENUE                       ,40.8698432,-73.89424079999999
2815 CRESTON AVENUE                      ,40.870373,-73.892679
19 EAST 198TH STREET                     ,40.871199,-73.89206899999999
3099 VILLA AVE                           ,40.874585,-73.8879965
3053 VILLA AVENUE                        ,40.87338400000001,-73.888603
