Taxkey,Project,Address,Style,YearBld,Story,Units,FinSqft,BedRms,FullBath,HalfBath,SaleDate,Sale $,Nbhd,Ald
034-0507-000,WOODLANDS,8841G N SWAN RD,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-12,"19,400",5060,9
034-0587-000,WOODLANDS,8889C N SWAN RD,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-05,"20,000",5060,9
034-0603-000,WOODLANDS,8911C N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-02,"24,000",5060,9
034-0610-000,WOODLANDS,8951B N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-08,"13,000",5060,9
034-0664-000,WOODLANDS,9071H N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-09,"15,000",5060,9
034-0692-000,WOODLANDS,9086F N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-08,"17,000",5060,9
034-0782-000,WOODLANDS,8990F N 95TH ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-02,"18,500",5060,9
034-1089-000,WOODLANDS,9031E N SWAN RD,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-09,"16,500",5060,9
034-1103-000,WOODLANDS,9125J W ALLYN ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-10,"18,000",5060,9
034-1132-000,WOODLANDS,9261F W ALLYN ST,TOWN HOUSE,1970,2.5,1,"1,054",3,1,1,2015-12,"21,000",5060,9
356-1196-100,WOODSTOCK CONDOMINIUM,2117 N SUMMIT AV,APARTMENT,1915,1.0,1,"1,110",2,1,0,2015-08,"174,300",5890,3
356-1188-100,WOODSTOCK CONDOMINIUM,2119 N SUMMIT AV,APARTMENT,1915,1.0,1,805,2,1,0,2015-01,"59,000",5890,3
